17233 Ce 0.770454 0.532859 1.02871 0.599657 0.648427 inf 0.779119 0.682167 
17234 Ce 0.779612 0.496716 1.07423 0.56111 0.637134 inf 0.747263 0.65503 
17235 Ce 0.737759 0.496593 1.09366 0.533987 0.667127 inf 0.790585 0.685316 
17235 Sn 1.06633 0.735148 1.38318 0.867731 0.901522 inf 0.876573 0.883623 
17236 Ce 0.764373 0.513469 1.17743 0.517736 0.650079 inf 0.782935 0.664403 
17236 Sn 1.02557 0.678803 1.39089 0.795261 0.755963 inf 0.868223 0.76089 
17237 Ce 0.70128 0.544743 1.11564 0.50677 0.71272 inf 0.712814 0.672763 
17237 Sn 0.994566 0.705133 1.42309 0.747102 0.756098 inf 0.887318 0.750615 
17237 Bi1 1.1568 0.879084 2.58382 1.05135 2.44725 -nan 0.991751 1.41667 
17237 Bi2 1.86482 1.30043 3.44847 1.82345 2.74189 -nan 1.35427 1.63494 
17238 Ce 0.754498 0.62063 1.20891 0.457077 0.765731 -nan 0.747243 0.829738 
17238 Sn 0.997836 0.791313 1.50797 0.706726 0.738671 -nan 0.901733 0.811084 
17238 Bi1 1.09661 0.86269 1.50378 0.936439 0.837317 -nan 0.870636 0.95767 
17238 Bi2 1.61087 1.27133 2.0543 1.49734 1.21903 -nan 1.36075 1.26478 
17239 Ce 0.873928 0.687294 1.25293 0.437943 0.785329 -nan 0.796142 0.744459 
17239 Sn 0.975901 0.848192 1.55591 0.627773 0.775855 -nan 0.856356 0.805252 
17239 Bi1 0.983888 0.819427 1.42415 0.79303 0.722456 -nan 0.862793 0.813677 
17239 Bi2 1.55047 1.31779 2.084 1.219 1.07072 -nan 1.38855 1.1328 
17240 Sn 0.994495 0.890086 1.73151 0.602255 0.875247 -nan 0.900519 0.816595 
17240 Bi1 1.03544 0.920095 1.54233 0.741729 0.726946 -nan 0.889232 0.770547 
17240 Bi2 1.42906 1.45404 2.18357 1.06433 1.09118 -nan 1.31139 1.15079 
17241 Sn 1.24751 0.977093 1.87225 0.620439 0.862757 inf 0.880131 0.865613 
17241 Bi1 0.987585 0.940747 1.70743 0.649465 0.788056 -nan 0.93035 0.797242 
17241 Bi2 1.40507 1.5089 2.42225 0.936157 1.13198 -nan 1.29503 1.14561 
17242 Bi1 1.23769 1.14988 1.93996 0.631938 0.781045 -nan 0.904426 0.761274 
17242 Bi2 1.64934 1.94756 2.81863 0.879879 1.17657 -nan 1.31351 1.213 
17243 Bi1 2.73886 1.53359 2.17143 0.680892 0.770815 -nan 1.09992 0.795682 
17243 Bi2 3.07978 2.51997 3.31438 0.92528 1.25481 -nan 1.36331 1.26276 
17245 Ce 0.79352 0.665833 1.16497 0.503534 0.805732 inf 0.751877 0.778171 
17245 Sn 0.96257 0.788542 1.41946 0.681569 0.768385 inf 0.918818 0.789362 
17245 Bi1 1.01984 1.45594 1.28889 0.95305 0.770025 -nan 0.946208 1.57033 
17245 Bi2 1.62095 2.12851 1.94895 1.59762 1.04103 -nan 1.36209 1.81953 
17246 Ce 0.786402 0.737103 1.36157 0.455485 0.775089 inf 0.744526 0.751903 
17246 Sn 1.00148 0.876968 1.61909 0.624248 0.788014 inf 0.850185 0.76726 
17246 Bi1 1.00374 1.20867 1.2837 0.890635 0.678136 inf 0.918003 1.14176 
17246 Bi2 1.55631 1.86229 1.87063 1.42289 1.02819 inf 1.33228 1.35904 
17247 Ce 0.758689 0.669329 1.2072 0.489776 0.794166 inf 0.826529 0.777848 
17247 Sn 0.959448 0.821328 1.58 0.646726 0.810454 inf 0.920334 0.796849 
17247 Bi1 1.04351 0.86859 1.40626 0.851254 0.774936 inf 0.899605 0.939967 
17247 Bi2 1.64127 1.38443 2.06851 1.35998 1.09205 inf 1.3361 1.24308 
17248 Ce 0.716653 0.656569 1.26506 0.525862 0.757321 inf 0.859345 0.722426 
17248 Sn 0.979185 0.754995 1.5438 0.722009 0.79193 inf 0.928782 0.750416 
17248 Bi1 1.12974 0.815997 1.84414 0.955532 1.3204 -nan 0.959953 1.07366 
17248 Bi2 1.79129 1.24466 2.58908 1.61256 1.74164 -nan 1.40371 1.32286 
17249 Ce 0.756889 0.640712 1.26412 0.504727 0.718361 inf 0.795718 0.711564 
17249 Sn 1.00628 0.761366 1.49207 0.693921 0.730477 inf 0.914152 0.757822 
17249 Bi1 1.06346 2.10653 1.39394 1.10911 0.866608 -nan 0.934112 2.02675 
17249 Bi2 1.78588 2.64288 1.97655 1.94607 1.17303 -nan 1.39192 2.12777 
